A British officer
A Californian
A. L. O. E.
Aaberg, J. C.
Strong, Grace Cooke
Strong, Herbert A.
Strong, James
Strong, Sydney
Stroobant, Eugeen Edward
Strother, French
Stroyer, Jacob
Struck, Rose
Struefert, Hildegarde
Strunk, William
Strunsky, Simeon
Strutt, Edward C.
Strutt, Joseph
Struyf, Ivo
Stryker, Elisabeth G.
Stryker, Mabel F.
Ströbel, Heinrich
Strömberg, Sigge
Stuart, A. R.
Stuart, Eleanor
Stuart, Esmè
Stuart, Florence Partello
Stuart, G. B.
Stuart, Gordon
Stuart, Henry Longan
Stuart, Henry Waldgrave
Stuart, James
Stuart, Janet Erskine
Stuart, John McDouall
Stuart, Muriel
Stuart, Ruth McEnery
Stuart, William W.
Stubbs, Bernard C.
Stubbs, Charles William
Stubbs, Laura
Stubbs, William
Stubbs, William Carter
Stuck, Hudson
Stucker, Gilbert F.
Studd, C. T.
Studebaker Corporation
Student of the Temple
Stukeley, William
Stull, Bertram O.
Stump, Joseph
Sturge, Joseph
Sturgeon, Mary
Sturgis, Melvin
Sturgis, Russell
Sturla Þórðarson
Sturt, Charles
Sturt, George
Stutfield, George Herbert
Stutterheim, Karl von
Stutzman, John J.
Stuxberg, Anton
Ståhlberg, Ester
Stürmer, Harry
Su, Manshu
Su, Shi
Su, Xun
Suarès, André
Suburg, Lilli
Suchard, Philippe
Sudan. Wizarat al-Naql wa-al-Muwasalat
Sudermann, Clara
Sudermann, Hermann
Sue, Eugène
Suematsu, Kencho
Suffling, Ernest R.
Sugawara no Takasue no Musume
Sugimoto, Etsuko
Sui Sin Far
Sukhovo-Kobylin, A.
Sullivan, A. M.
Sullivan, Alan
Sullivan, Arthur
Sullivan, Edward, Sir
Sullivan, Francis Stoughton
Sullivan, Francis William
Sullivan, J. W.
Sullivan, James R.
Sullivan, May Kellogg
Sullivan, T. D.
Sullivan, W. R. Washington
Sully Prudhomme
Sully, James
Sumanaru, Simona
Summerfield, John
Summerhayes, Martha
Summers, Maud
Sumner, Charles
Sumner, George C.
Sumner, George Henry
Sumner, William Graham
Sun, Guangxian
Sun, Yat-sen
Sunday, Billy
Sundén, Daniel Anton
Sunity Devee, Maharani of Cooch Behar
Suolahti, Gunnar
Suomalainen, Samuli
Suoranta, Katri
Super, Charles William
Super, O. B.
Supino, I. B.
Suppanen, Aatto
Surette, Thomas Whitney
Surtees, Robert Smith
Surtees, Scott F.
Surtees, William
Surányi, Miklós
Susag, S. O.
Sutcliffe, Alice Crary
Sutcliffe, Halliwell
Sutcliffe, John D.
Suter, William E.
Sutherland, Alexander
Sutherland, Allan
Sutherland, David, Captain
Sutherland, E. A.
Sutherland, George
Sutherland, Halliday
Sutherland, Howard V.
Sutphen, Van Tassel
Sutro, Alfred
Sutro, Emil
Sutro, Theodore
Suttner, Bertha von
Suttner, Marie Louise von
Sutton & Sons Ltd.
Sutton, A. V.
Sutton, Adah Louise
Sutton, Daniel
Sutton, George Miksch
Sutton, Jeff
Sutton, Lee
Sutton, Margaret
Suzuki, Daisetz Teitaro
Sverdrup, Harald Ulrik
Svetlá, Karolina
Swain, Dwight V.
Swain, E. G.
Swain, Frances Lucy
Swain, George Fillmore
Swain, Richard La Rue
Swainson, Frederick
Swainson, Harold
Swainson, William
Swammerdam, Jan
Swan Sonnenschein & Co.
Swan, Anni
Swan, Annie S.
Swan, James
Swan, Mark
Swan, Miranda Eliot
Swan, Moses
Swank, Alvin Garfield
Swanwick, Helena M.
Swayne, H. G. C.
Swazey, John B.
Swedenborg, Emanuel
Sweeney, Alexander
Sweeney, William Allison
Sweeney, Z. T.
Sweet, Henry
Sweeting, W. D.
Sweetser, Arthur
Sweetser, Kate Dickinson
Sweetser, M. F.
Swem, E. G.
Swet, Pearl Norton
Swett, Samuel
Swett, Sophie
Sweven, Godfrey
Swickard, Mary T.
Swieten, Gerard, Freiherr van
Swift, H. G.
Swift, Ike
Swift, Jonathan
Swiggett, Hobart Donald
Swiggett, S. A.
Swinburne, Algernon Charles
Swinburne, T. R.
Swinden, Jan Hendrik van
Swinnerton, Frank
Swinton, E. D.
Swinton, William
Swisshelm, Jane Grey Cannon
Sykes, D. F. E.
Sykes, Ella
Sykes, Frederick Hugh, Sir
Sykes, Percy, Sir
Sylva, Carmen
Sylvain, Adrien
Sylvester, Charles Herbert
Syme, William Anderson
Symington, Andrew James
Symmes, John Cleves
Symonds, John Addington
Symonds, Margaret
Symons, Arthur
Symons, John C.
Synge, J. M.
Synge, M. B.
Syrett, Netta
Szemere, György
Szitnyai, Elek
Szomaházy, István
Szomory, Dezső
Szép, Ernő
Sá-Carneiro, Mário de
Sánchez Galarraga, Gustavo
Sánchez Moguel, Antonio
Sánchez de Aguilar, Pedro
Sánchez, Francisco
Säilä, J.
Sébillot, Paul
Séché, Léon
Ségur, Philippe-Paul, comte de
Ségur, Sophie, comtesse de
Sénac de Meilhan, Gabriel
Sévigné, Marie de Rabutin-Chantal, marquise de
Söderberg, Hjalmar
Södergran, Edith
Söderhjelm, Alma
Söderhjelm, Henning
Sörensen, Sigvart
Sørensen, Carl
Słowacki, Juliusz
T. Fisher Unwin
T. W.
T.B. Peterson & Brothers
T.J. Edmonds Ltd.
Tabakow, Lou
Tabb, John B.
Taber, C. A. M.
Tabor, Alta
Tacitus, Cornelius
Tackley, Margaret E.
Tadlock, Max
Tadulinga Mudaliyar, C.
Taft, Helen Herron
Taft, Lorado
Taft, William H.
Taft, William Nelson
Taggart, J. A.
Taggart, Mabel G.
Taggart, Marion Ames
Taggart, Ralph C.
Tagore, Rabindranath
Tailhade, Laurent
Taine, Hippolyte
Tait, James Selwin
Tait, Peter Guthrie
Takagi, Teijiro
Takalampi, Kaarlo
Takayama, Chogyu
Takeda, Izumo
Talbot, Ethel
Talbot, Eugene S.
Talbot, Frederick Arthur Ambrose
Talbot, Henry Paul
Talbot, N. S.
Talbot, William Henry Fox
Tall, Stephen
Tallemant des Réaux
Talley, Thomas Washington
Talleyrand-Périgord, Charles Maurice de, prince de Bénévent
Tallgren, Anna-Maria
Tallqvist, Knut Leonard
Tallyn, Louis Liston
Talmage, Eleanor McCutcheon Collier
Talmage, James E.
Talmage, John Van Nest
Talmage, T. De Witt
Talman, Charles Fitzhugh
Talmey, Bernard Simon
TalviOja, Kuuno A.
Talvio, Maila
Tamayo y Baus, Manuel
Tamminen, Em.
Tang, Jingwu
Tang, Xianzu
Tangye, Richard, Sir
Tanizaki, Jun'ichiro
Tannehill, Ivan Ray
Tannenbaum, Samuel A.
Tanner, Charles R.
Tanner, J. R.
Tanner, John
Tanner, Nestor
Tanner, Thomas Hawkes
Tao, Qian
Taplin, William
Tappan, Caroline Sturgis
Tappan, Eva March
Tappan, Henry Philip
Tappan, Lewis
Tapper, Thomas
Tarbell, F. B.
Tarbell, H. S.
Tarbell, Ida M.
Tarbell, Lee
Tarchetti, Iginio Ugo
Tarde, Gabriel de
Tardivel, Jules Paul
Tarkington, Booth
Tarn, W. W.
Tarnow, Fanny
Tarrant, W. G.
Tarré, Emili
Tarvas, Toivo
Tarver, John Charles
Tasso, Torquato
Tassy, Ede
Tate, W. K.
Tatham, Edward H. R.
Tatlow, Joseph
Taunay, Alfredo d'Escragnolle Taunay, Visconde de
Tautphoeus, Jemima Montgomery, Baroness
Tavaststjerna, Karl August
Tavernier, E. Edouard
Tawney, R. H.
Taxil, Léo
Tayler, Charles B.
Tayler, James
Taylor, A. E.
Taylor, Ann
Taylor, Archer
Taylor, Arthur Russell
Taylor, Bayard
Taylor, Benjamin
Taylor, Benjamin F.
Taylor, Bert Leston
Taylor, C. Bryson
Taylor, Charles M.
Taylor, David C.
Taylor, E. A.
Taylor, Edward C.
Taylor, Edward Harrison
Taylor, Enoch, Mrs.
Taylor, Florance Walton
Taylor, Frances Lilian
Taylor, Frederick Winslow
Taylor, G. Winifred
Taylor, George A.
Taylor, Henry
Taylor, Henry Osborn
Taylor, Ida A.
Taylor, Isaac
Taylor, J. A.
Taylor, Jack
Taylor, James Hudson
Taylor, Jane
Taylor, John
Taylor, John M.
Taylor, John T.
Taylor, Joseph
Taylor, Joshua N.
Taylor, Mary Imlay
Taylor, Mary Lee
Taylor, Meadows
Taylor, Norman
Taylor, R. H.
Taylor, Rachel Annand
Taylor, Richard
Taylor, Robert Bruce
Taylor, Robt. L.
Taylor, Susie King
Taylor, Thomas
Taylor, Thomas E.
Taylor, Tom
Taylor, Vincent
Taylor, Walter P.
Taylor, William
Taylor, William Alexander
Taylor, William M.
Taylor, Winifred Louise
Taylor, Zachary
Taymur Mirza, Prince, grandson of Fath Ali Shah, Shah of Iran
Tańska-Hoffmanowa, Klementyna
Tcheng, Ki-tong
Teachers of the School Street Universalist Sunday School. Boston
Teague, Violet
Teakle, Thomas
Teall, F. Horace
Teall, Gardner C.
Teasdale, Sara
Teasdale-Buckell, George Teasdale
Tebb, W. Scott
Tebb, William
Teetgen, Alexander
Tefft, Lyman Beecher
Teffé, Antônio Luiz von Hoonholtz, Barão de
Tegengren, Jacob
Tegetmeier, W. B.
Tegnér, Esaias
Tegtmeyer, Emilie
Teichmann, Albert
Teichner, Albert
Teinturier, E.
Teirlinck, Herman
Teixeira de Mattos, Alexander
Tela, M.
Telford, Emma Paddock
Tellegen, B. D. H.
Teller, Edward
Telles, João José de Sousa
Tellier, Jules
Tello de Magalhães Collaço, João Maria
Telting, Albartus
Temple, Crona
Temple, E. B.
Temple, Frederick
Temple, Richard Carnac, Sir
Temple, William
Templeton, Timothy
Tench, Watkin
Tenggu, Guxiang
Tenn, William
Tennant, John A.
Tennent, James Emerson, Sir
Tenneshaw, S. M.
Tenniel, John
Tennyson, A. B. S.
Tennyson, Alfred Tennyson, Baron
Tennyson, Hallam Tennyson, Baron
Teresa, of Avila, Saint
Terhi, Kaarlo
Terhune, Albert Payson
Terman, Lewis M.
Ternaux-Compans, Henri
Terrell, Robert H.
Terrill, J. Newton
Terrington, T. J.
Terry, Ellen
Terry, George
Terry, Isaac
Terry, Jean F.
Terry, Milton Spenser
Tersteeg, J.
Tervas, Mikko
Terwilliger, L. Roy
Teskey, Adeline M.
Tesla, Nikola
Testa, Carlos
Tested Recipe Institute
Tetley, William C.
Tetrazzini, Luisa
Tettoni, Leone
Teunisse, A.
Tevis, Walter S.
Texas Historical Commission
Texas. Department of Agriculture
Texas. General Land Office
Texier, Edmond
Thacher, James
Thackeray, William Makepeace
Thalheimer, M. E.
Thaly, Daniel
Thaly, Kálmán
Thanet, Octave
Tharp, Marie
Thatcher, A. G. H.
Thatcher, B. B.
Thatcher, Edward
Thatcher, Oliver J.
Thatcher, Roscoe Wilfred
Thayer, Alexander Wheelock
Thayer, Ella Cheever
Thayer, George B.
Thayer, James Bradley
Thayer, M. Russell
Thayer, S. Proctor
Thayer, Thomas P.
Thayer, William Makepeace
Thayer, William Roscoe
Theal, George McCall
Theilhaber, Felix A.
Theiss, Lewis E.
Thenen, Julie
Theobald, Fred. V.
Theobald, Mr.
Thesleff, Wilhelm
Theuriet, André
Thibault, Marcel
Thicknesse, Philip
Thieme, Hugo P.
Thieme, Richard
Thierry, Amédée
Thierry, Augustin
Thierry, James Francis
Thiers, Adolphe
Thies, Hans Arthur
Thiessen, V. E.
Thijsse, Jac. P.
Thiry, Antoon Frans
Thiselton-Dyer, T. F.
Thiéry de Menonville, Nicolas-Joseph
Thoits, Alvin T.
Thom, Charles
Thom, John Hamilton
Thom, Walter
Thoma, Albrecht
Thoma, Hans
Thoma, Ludwig
Thomann, G.
Thomas, Abel C.
Thomas, Aquinas, Saint
Thomas, Augustus
Thomas, Bertha
Thomas, C. H.
Thomas, Calvin
Thomas, Cyrus
Thomas, Edith Matilda
Thomas, Edith May Bertels
Thomas, Edward
Thomas, Emil
Thomas, Frederick W.
Thomas, Hampton Sidney
Thomas, Henry Wilton
Thomas, J. J.
Thomas, Jean
Thomas, Lowell
Thomas, M. Carey
Thomas, Northcote Whitridge
Thomas, Oldfield
Thomas, Rowland
Thomas, Theodore L.
Thomas, W. H.
Thomas, W. H. Griffith
Thomas, William Isaac
Thomas, William S.
Thomas, à Kempis
Thomas-Stanford, Charles
Thomason, John W., Jr.
Thomasson, Pehr
Thome, James A.
Thomes, William Henry
Thompson Willing, J.
Thompson, A.
Thompson, A. C.
Thompson, A. H.
Thompson, A. Hamilton
Thompson, Adele E.
Thompson, Alexander M.
Thompson, Arthur R.
Thompson, Bertha
Thompson, C. J. S.
Thompson, Charles
Thompson, Charles Miner
Thompson, D'Arcy Wentworth
Thompson, Daniel P.
Thompson, Don
Thompson, Edward John
Thompson, Edward P.
Thompson, Erwin N.
Thompson, Francis
Thompson, George
Thompson, H. Alfarata Chapman
Thompson, Holland
Thompson, Isabel
Thompson, James Westfall
Thompson, Jean M.
Thompson, John
Thompson, John G.
Thompson, L. S.
Thompson, Lucy
Thompson, Maurice
Thompson, Max C.
Thompson, Richard
Thompson, Richard W.
Thompson, Ruth Plumly
Thompson, Samuel
Thompson, Seymour D.
Thompson, Silvanus P.
Thompson, Slason
Thompson, W. L.
Thompson, Wallace
Thompson, Will H.
Thompson, William Carter
Thompson, William, Colonel
Thomson, A. T., Mrs.
Thomson, Alexis
Thomson, Andrew
Thomson, Basil
Thomson, Charles Goff
Thomson, Christopher Birdwood, Baron
Thomson, Edward William
Thomson, G. M.
Thomson, H. Byerley
Thomson, J. A. K.
Thomson, J. Arthur
Thomson, J. J.
Thomson, J. Pringle
Thomson, James
Thomson, James, D.D.
Thomson, John Stuart
Thomson, John, hatter
Thomson, Joseph
Thomson, M. Pearson
Thomson, Thomas
Thomssen, Edgar George
Thonger, Charles
Thonner, Franz
Thoreau, Henry David
Thoresen, Magdalene
Thornber, J. J.
Thornburgh, George
Thornbury, Walter
Thorndike, Ashley Horace
Thorndike, Edward L.
Thorndike, Lynn
Thorne, Eglanton
Thorne, Guy
Thorne, Jack
Thorne, James Frederic
Thorne, Mabel
Thorne, Paul
Thorne, W. S.
Thorne-Thomsen, Gudrun
Thornton, Gregory
Thornton, William Thomas
Thorold, Algar
Thorp, Annie Longfellow
Thorpe, Francis Newton
Thorpe, Fred
Thorpe, T. E.
Thorpe, William Henry
Thouar, Pietro
Thoyts, Emma Elizabeth
Three Initiates
Threlfall, Richard
Thring, Edward
Throop, Lucy Abbot
Thrupp, George Athelstane
Thruston, Lucy M.
Thureau-Dangin, Paul
Thurman, Wallace
Thursfield, James R.
Thurstan, Violetta
Thurston, E. Temple
Thurston, Edgar
Thurston, I. T.
Thurston, Katherine Cecil
Thurston, R. B.
Thurston, Robert Henry
Thury, Zoltán
Thwaites, Reuben Gold
Thwing, Charles Franklin
Thynne, Francis
Thynne, Molly
Thébaud, Augustus J.
Théroigne de Méricourt
Thérèse, de Lisieux, Saint
Tibbals, Isaac I.
Tibbits, Herbert
Tibbitts, Charles John
Tickell, Richard
Ticknor and Company
Ticknor, George
Tidwell, Josiah Blake
Tidy, Charles Meymott
Tieck, Ludwig
Tiedge, Christoph August
Tietjens, Eunice
Tiffany, Joel
Tiffany, John K.
Tiffany, Osmond
Tigri, Giuseppe
Tihlä, Hilda
Tilberg, Frederick
Tilden, J. H.
Tilden, Joe
Tilden, Samuel J.
Tilden, William T.
Tileston, Mary Wilder
Tileston, Merrill
Tille, Václav
Tillier, Claude
Tilling, Robert I.
Tillinghast, Pardon Elisha
Tilton, George Henry
Tilton, Theodore
Timberlake, Henry
Timbs, John
Timerding, H. E.
Timlow, Elizabeth Weston
Timmermans, Felix
Timmins, H. Thornhill
Timpson, Thomas
Timrod, Henry
Tinayre, Marcelle
Tincker, Mary Agnes
Tinker, Chauncey Brewster
Tinker, Joseph
Tinseau, Léon de
Tinsley, Henry C.
Tinsley, Jim
Tiphaigne de La Roche, Charles-François
Tiplady, Thomas
Tischner, August
Tissandier, Albert
Tissandier, Gaston
Tissot, Roger
Tissot, S. A. D.
Tissot, Victor
Tit, Tom
Titchener, Edward Bradford
Titus, Harold
Tiuppa, Otto
Tobias, R. B.
Tobin, J. J.
Tobler, Titus
Tocco, Felice
Toch, Maximilian
Tocqueville, Alexis de
Tod, James
Todd, Burbank L.
Todd, David P.
Todd, James Campbell
Todd, Mattie Phipps
Todd, Thomas Olman
Todhunter, I.
Todhunter, John
Toland, John
Toland, M. B. M.
Toldy, István
Toledano, C. A.
Tolentino, Aurelio
Tolentino, Nicolau
Tolkien, J. R. R.
Toller, Ernst
Tolman, Albert Walter
Tolman, L. M.
Tolman, Richard C.
Tolnai, Lajos
Tolstaia, A. A., grafinia
Tolstaia, S. A.
Tolstoi, Ilia Lvovich, graf
Tolstoy, Aleksey Konstantinovich, graf
Tolstoy, Leo, graf
Tolstoy, Lev Lvovich
Tombo, Rudolf
Tombs, Robert Charles
Tomlinson, Abraham
Tomlinson, Charles
Tomlinson, Everett T.
Tomlinson, H. M.
Tomlinson, Paul G.
Tommaseo, Niccolò
Tompa, László
Tompkins, Cydnor Bailey
Tompkins, Herbert W.
Tonelli, Sándor
Tongg, Richard C.
Tonkin, Maurice B.
Toohey, John Peter
Tooker, L. Frank
Tooker, William Wallace
Tooley, Sarah A.
Toombs, Frederick R.
Toomer, Jean
Tooth, Mary
Topelius, Toini
Topelius, Zacharias
Topham, Anne
Topin, Marius
Toplady, Augustus
Torbett, D.
Tordoff, Harrison Bruce
Torelli, Luigi
Toreno, José María Queipo de Llano Ruiz de Saravia, Conde de
Tormay, Cécile
Toronto News
Torpey, Dorothy Margaret
Torr, Cecil
Torrence, Ridgely
Torrey, Bradford
Torrey, R. A.
Torrey, William
Torrund, Jassy
Torti, Francesco
Tosi, Pier Francesco
Toudouze, Gustave
Toulet, Paul Jean
Tourgée, Albion Winegar
Tournebize, François
Tourneur, Cyril
Tourtel, Mary
Tourzel, Louise Elisabeth, Duchesse de
Tousley, Victor H.
Tout, T. F.
Tower, Anna E.
Tower, F. B.
Tower, G. B. N.
Tower, Willis E.
Towers, Walter Kellogg
Towianski, Andrzej
Towle, George M.
Towne, Charles Hanson
Towne, Elizabeth
Towne, Ellis
Townley, Houghton
Townley, James
Towns, Charles Barnes
Townsend, Charles Haskins
Townsend, George Alfred
Townsend, George Fyler
Townsend, John Kirk
Townsend, John Wilson
Townsend, Martin I.
Townsend, Mary Ashley
Townsend, W. J.
Townshend, Dorothea
Townshend, R. B.
Toy, Crawford Howell
Toynbee, Arnold
Tozer, A. W.
Tozer, Basil
Tozzer, Alfred M.
Trabue, Marion Rex
Tracy, Louis
Tracy, Roger Sherman
Tracy, Virginia
Tracy, W. W.
Trafton, Adeline
Trager, Hannah
Traherne, Patrick
Traherne, Thomas
Traill, Catharine Parr Strickland
Traill, H. D.
Train, Arthur Cheney
Train, George Francis
Trakl, Georg
Trapp, Joseph
Traquair, Ramsay
Trask, Katrina
Trast, V. K.
Traubel, Horace
Trautner, Eduard
Traveling Engineers' Association
Traven, B.
Travers, Graham
Travers, J. M., Col.
Trayes, Frederic George
Traz, Robert de
Trdina, Janez
Treacher, W. H., Sir
Treanor, Thomas Stanley
Treat, Mary
Treat, Nola
Trecartin, John S.
Tree, Herbert Beerbohm, Sir
Tree, Iris
Treganza, Adan E.
Tregarthen, Enys
Tregarthen, J. C.
Tregaskis, E. Franklin
Tregellas, Walter H.
Treitschke, Heinrich von
Trelawny, Edward John
Treller, Franz
Tremaine, Frederick Orlin
Tremayne, Eleanor E.
Tremayne, Sydney
Trench, Herbert
Trench, Melesina Chenevix St. George
Trench, Richard Chenevix
Trenck, Friedrich, Freiherr von der
Trent, Hilary
Trent, Martha
Trent, Paul
Trent, William P.
Tressell, Robert
Treston, Hubert Joseph
Tret'iakov, Nikolaĭ Aleksandrovich
Treub, M. W. F.
Trevelyan, Charles E.
Trevelyan, George Otto
Trevelyan, Janet Penrose
Trevelyan, R. C.
Trevena, John
Trever, Albert Augustus
Trevers, Joseph
Treves, Frederick
Treves, Virginia
Treves, Vittorio
Trevithick, Francis
Treynor, Albert M.
Tridon, André
Triemens, Joseph
Trienens, Roger J.
Trigo, Felipe
Trikoupes, Spyridon
Trimble, Donald E.
Trimble, Louis
Trine, Ralph Waldo
Trinidad Bean & Elevator Company
Trinity College
Trinkler, Emil
Trissino, Giovanni Giorgio
Troll-Borostyání, Irma von
Trolle, Alf
Trolle, Henrik af
Trollope, Anthony
Trollope, Frances Eleanor
Trollope, Frances Milton
Trollope, Thomas Adolphus
Trotsky, Leon
Trotter, Catharine
Trotter, I. Lilias
Trotter, Isabella Strange
Trotter, James M.
Trotter, Melvin E.
Trotter, W.
Troughton, Adolphus Charles
Trounce, H. D.
Troutbeck, G. E.
Trouvelot, E. L.
Trow's Printing and Bookbinding Company
Trow, Harrison
Troward, T.
Trowbridge, J. T.
Trowbridge, W. R. H.
Troy, Conan T.
Troya, Carlo
True, Frederick W.
True, John Preston
Trueb, Linda
Trueba y Cosío, Joaquín Telesforo de
Trueba, Antonio de
Trueblood, Edward Alva
Trueman, Howard
Truman, Harry S.
Trumble, Alfred
Trumbower, M. R.
Trumbull, Annie Eliot
Trumbull, H. Clay
Trumbull, J. Hammond
Trump, Donald
Trusler, John
Trusta, H.
Truth, Sojourner
Tryon, Thomas
Tschirch, A.
Tschudi, Clara
Tschudi, Johann Jakob von
Tuason, Joaquín
Tubbs, Charles
Tubbs, Frank Herbert
Tucher, Endres
Tucic, Srdan
Tucker, Alfred
Tucker, George
Tucker, George Fox
Tucker, Josiah
Tucker, Kate Marion
Tucker, Sophie
Tucker, St. George
Tucker, T. G.
Tucker, Wilson
Tuckerman, Bayard
Tuckerman, Henry T.
Tuckwell, William
Tudesq, André Jean
Tuells, C.
Tuer, Andrew White
Tufts, James Hayden
Tuke, Daniel Hack
Tuker, M. A. R.
Tulimaa, Ilmari
Tull, Jethro
Tullidge, Edward W.
Tulloch, John
Tumulty, Joseph P.
Tunnell, Curtis D.
Tunney, Thomas J.
Tuomi, Otto
Tupper, Martin Farquhar
Turbayne, A. A.
Turberville, Arthur Stanley
Turberville, T. C.
Turck, J. A. V.
Turgenev, Ivan Sergeevich
Turgeon, Charles Marie Joseph
Turle, Frederica J.
Turley, Charles
Turnbow, Grover Dean
Turnbull, Alexander
Turnbull, Lawrence, Mrs.
Turnbull, Margaret
Turnbull, Robert
Turner, Dawson
Turner, Edward Raymond
Turner, Ethel
Turner, Frederick Jackson
Turner, George
Turner, George Frederic
Turner, H. H.
Turner, J. M. W.
Turner, Lewis McKenzie
Turner, Lilian
Turner, Lucien M.
Turner, Luther Weston
Turner, Matthew
Turner, Mrs.
Turner, Nancy Byrd
Turner, Nat
Turner, Percy Moore
Turner, Robert
Turner, Ronald W.
Turner, W. J.
Turner, William Oliver
Turner-Turner, J.
Turner-Zimmermann, Jean
Turpin, Edna Henry Lee
Turpin, F. H.
Turró, Ramón
Turton, Charles M.
Turton, W. H.
Turunen, Armas E.
Tuson, Richard Vine
Tussac, F.-R. de
Tussaud, John Theodore
Tusser, Thomas
Tustin, Byron
Tutchin, John
Tuthill, Charles A. H.
Tuthill, Cornelia L.
Tuttle, Edmund B.
Tuttle, Hudson
Tuttle, Thomas Dyer
Tuttle, W. C.
Tutton, A. E. H.
Twain, Mark
Twamley, J.
Tweedale, Violet
Tweedie, W. K.
Twells, J. H.
Twiss, Richard
Twiss, Travers
Two-Shoes, Margery
Twopeny, Richard Ernest Nowell
Tyack, Geo. S.
Tyas, Robert
Tyerman, L.
Tyler, Anna Cogswell
Tyler, B. E.
Tyler, James Endell
Tyler, John
Tyler, John M.
Tyler, Lyon Gardiner
Tyler, Moses Coit
Tyler, Royall
Tyler, Sydney
Tyler, William N.
Tylor, Alfred
Tylor, Edward B.
Tymon, Frank
Tynan, Katharine
Tyndale, Walter
Tyndale, William
Tyndall, John
Tyrrell, Chas. A.
Tyrrell, Eleanor
Tyrrell, George
Tyrrell, J. W.
Tyson, Edward
Tyssot de Patot, Simon
Tytler, Ann Fraser
Tytler, James
Tytler, Patrick Fraser
Tytler, Sarah
Tzara, Tristan
Tóth, Árpád
Tömörkény, István
Töpffer, Rodolphe
Törmälä, Emanuel
Törneroos, Antti
Törngren, Johannes Agapetus
Török, Károly
Tūnisī, Muḥammad ibn ʻUmar
U.S. Army Ballistic Research Laboratory
U.S. Atomic Energy Commission
U.S. Fish and Wildlife Service
U.S. School of Music
U.S.S. Leviathan History Committee
Ubaldini, Petruccio
Uccellini, Primo
Uchard, Mario
Udall, Nicholas
Udden, Johan August
Uhland, Ludwig
Uhle, Max
Uhlrich, E.
Uildriks, Frederike van
Ujfalvy-Bourdon, Marie de
Ukers, William H.
Ulbach, Louis
Ule, Otto
Ulehake, J.
Ulfeldt, Leonora Christina, grevinde
Ullman, Harlan
Ulmer, George T.
Ulrichs, Karl Heinrich
Umbstaetter, H. D.
Uminski, Wladyslaw
Unamuno, Miguel de
Underhill, A. Leah
Underhill, Edward F.
Underhill, Evelyn
Underwood, Agnes S.
Underwood, Edna Worthley
Underwood, J. L.
Underwood, Lillias H.
Undiano y Gastelu, Sebastian
